Age,Bodymass,Height,Education,Martial_Status,Occupation,Race,Sex,Hours_per_week,Country,Target
23,104.2,178.43, HS-grad, Never-married, Handlers-cleaners, White, Female,25.0, United-States, <=50K.
31,45.59,154.01, Some-college, Divorced, Tech-support, White, Female,40.0, United-States, <=50K.
33,91.49,181.95, Bachelors, Married-civ-spouse, Sales, Black, Male,55.0, United-States, <=50K.
41,86.6,137.37, Some-college, Never-married, Machine-op-inspct, White, Female,48.0, United-States, <=50K.
22,47.98,162.9, HS-grad, Never-married, Machine-op-inspct, Black, Male,40.0, United-States, <=50K.
46,74.01,177.53, Some-college, Married-civ-spouse, Protective-serv, White, Male,40.0, United-States, >50K.
61,99.68,180.99, Some-college, Married-civ-spouse, Transport-moving, Black, Male,40.0, United-States, <=50K.
30,113.11,168.04, HS-grad, Never-married, Exec-managerial, Black, Male,40.0, United-States, <=50K.
42,102.43,182.86, HS-grad, Married-civ-spouse, Exec-managerial, White, Male,55.0, United-States, >50K.
63,93.92,177.73, 10th, Married-civ-spouse, Handlers-cleaners, White, Male,40.0, United-States, <=50K.
26,81.94,159.41, Some-college, Married-civ-spouse, Sales, White, Male,40.0, United-States, <=50K.
42,51.53,185.39, 10th, Divorced, Adm-clerical, White, Female,40.0, United-States, <=50K.
23,100.6,175.66, Some-college, Married-civ-spouse, Other-service, White, Male,40.0, United-States, <=50K.
25,93.71,178.89, HS-grad, Never-married, Machine-op-inspct, White, Male,40.0, United-States, <=50K.
30,45.99,157.65, 9th, Married-civ-spouse, Other-service, White, Male,32.0, El-Salvador, >50K.
23,51.25,153.25, HS-grad, Never-married, Sales, White, Male,40.0, United-States, <=50K.
34,70.59,141.1, Assoc-voc, Never-married, Farming-fishing, White, Male,60.0, United-States, >50K.
30,113.32,153.25, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male,48.0, United-States, <=50K.
39,93.36,144.91, Some-college, Married-civ-spouse, Craft-repair, White, Male,40.0, United-States, >50K.
30,82.24,156.64, 11th, Never-married, Handlers-cleaners, White, Male,38.0, Puerto-Rico, <=50K.
38,84.35,144.22, Some-college, Divorced, Adm-clerical, White, Female,38.0, United-States, <=50K.
26,57.43,163.76, HS-grad, Divorced, Exec-managerial, White, Female,40.0, United-States, <=50K.
20,102.86,146.66, Some-college, Never-married, Handlers-cleaners, White, Male,16.0, United-States, <=50K.
37,79.98,174.81, Bachelors, Never-married, Prof-specialty, Black, Male,40.0,, <=50K.
33,45.03,164.61, HS-grad, Married-civ-spouse, Adm-clerical, White, Female,40.0, United-States, <=50K.
24,110.81,167.24, Bachelors, Never-married, Adm-clerical, White, Male,40.0, United-States, <=50K.
42,45.86,160.9, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,60.0, United-States, >50K.
51,74.98,136.94, HS-grad, Married-civ-spouse, Sales, Asian-Pac-Islander, Male,84.0, Vietnam, <=50K.
56,101.99,163.67, Assoc-acdm, Married-civ-spouse, Tech-support, White, Male,45.0, United-States, >50K.
22,76.96,176.58, Some-college, Never-married, Handlers-cleaners, White, Male,40.0, United-States, <=50K.
52,72.24,152.76, Some-college, Married-civ-spouse, Farming-fishing, White, Male,60.0, United-States, <=50K.
44,65.85,155.11, Bachelors, Divorced, Exec-managerial, White, Female,45.0, United-States, >50K.
34,45.19,133.01, HS-grad, Married-civ-spouse, Adm-clerical, White, Female,35.0, United-States, <=50K.
51,74.38,149.95, Some-college, Divorced, Craft-repair, White, Male,42.0, United-States, >50K.
20,93.4,192.08, Some-college, Never-married,, White, Male,40.0, United-States, <=50K.
19,59.47,155.94, Some-college, Never-married, Sales, White, Female,25.0, United-States, <=50K.
37,87.13,178.3, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,40.0, United-States, >50K.
68,63.48,137.04, HS-grad, Married-civ-spouse, Machine-op-inspct, Black, Male,40.0, United-States, >50K.
22,64.26,151.89, Some-college, Divorced, Protective-serv, White, Male,40.0, United-States, <=50K.
56,50.91,186.31, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,40.0, United-States, <=50K.
37,71.4,191.33, HS-grad, Married-civ-spouse, Craft-repair, White, Male,40.0, United-States, <=50K.
52,97.03,149.73, 1st-4th, Married-civ-spouse, Machine-op-inspct, White, Male,40.0, Mexico, <=50K.
26,60.97,169.29, HS-grad, Separated, Handlers-cleaners, White, Male,40.0, Puerto-Rico, <=50K.
33,105.76,164.47, Masters, Married-civ-spouse, Prof-specialty, White, Male,50.0, United-States, <=50K.
45,114.27,160.06, Masters, Divorced, Prof-specialty, White, Female,42.0, United-States, <=50K.
18,71.63,184.62, 11th, Never-married, Other-service, White, Male,15.0, United-States, <=50K.
43,63.24,142.61, Some-college, Married-civ-spouse, Farming-fishing, White, Male,60.0, United-States, >50K.
64,55.85,176.63, Doctorate, Married-civ-spouse, Prof-specialty, White, Male,50.0,, >50K.
18,77.03,189.76, HS-grad, Never-married, Handlers-cleaners, White, Male,20.0, United-States, <=50K.
20,73.79,144.4, Some-college, Never-married,, White, Male,45.0, United-States, <=50K.
57,92.37,142.05, HS-grad, Married-civ-spouse, Craft-repair, White, Male,40.0, United-States, >50K.
41,47.38,154.54, HS-grad, Divorced, Adm-clerical, White, Female,42.0, United-States, <=50K.
34,98.9,177.81, Masters, Married-civ-spouse, Exec-managerial, White, Male,50.0, United-States, >50K.
19,84.98,180.02, HS-grad, Never-married, Sales, White, Female,40.0, United-States, <=50K.
44,90.22,136.08, 9th, Divorced, Other-service, White, Female,55.0, Dominican-Republic, <=50K.
56,60.88,134.56, 10th, Widowed, Other-service, White, Female,40.0, United-States, <=50K.
36,72.46,151.91, HS-grad, Married-civ-spouse, Farming-fishing, White, Male,80.0, United-States, <=50K.
48,86.66,146.38, Bachelors, Divorced, Exec-managerial, White, Female,48.0, United-States, <=50K.
29,91.06,141.87, HS-grad, Married-civ-spouse, Transport-moving, White, Male,40.0, United-States, >50K.
33,82.9,149.6, Bachelors, Never-married, Craft-repair, White, Male,40.0, United-States, <=50K.
31,67.19,163.47, 5th-6th, Married-civ-spouse, Other-service, White, Male,40.0, Mexico, <=50K.
39,48.32,154.74, Masters, Married-civ-spouse, Prof-specialty, White, Male,45.0, United-States, >50K.
66,91.08,140.93, HS-grad, Married-civ-spouse, Exec-managerial, White, Male,40.0, United-States, >50K.
27,55.7,140.4, Bachelors, Never-married, Prof-specialty, White, Female,50.0, United-States, >50K.
39,99.06,142.17, HS-grad, Divorced, Exec-managerial, Black, Female,40.0, United-States, >50K.
59,82.43,186.81, 7th-8th, Married-civ-spouse, Craft-repair, White, Male,50.0, United-States, >50K.
26,68.25,178.4, HS-grad, Never-married, Other-service, White, Female,40.0, United-States, <=50K.
31,55.6,151.54, Assoc-voc, Divorced, Craft-repair, White, Male,40.0, United-States, <=50K.
45,58.31,186.8, HS-grad, Widowed,, White, Female,40.0, Mexico, <=50K.
23,67.72,180.31, HS-grad, Never-married, Handlers-cleaners, White, Male,30.0, United-States, <=50K.
36,48.24,169.0, HS-grad, Divorced, Adm-clerical, White, Female,40.0, United-States, <=50K.
34,114.31,185.2, Some-college, Married-civ-spouse, Other-service, White, Female,12.0, United-States, >50K.
32,103.51,170.05, HS-grad, Married-civ-spouse, Transport-moving, White, Male,84.0, United-States, >50K.
37,59.23,164.66, Bachelors, Married-civ-spouse, Prof-specialty, Black, Male,50.0, United-States, >50K.
33,48.17,160.41, Bachelors, Never-married, Sales, White, Male,45.0, United-States, <=50K.
50,81.32,144.34, Prof-school, Married-civ-spouse, Prof-specialty, White, Male,80.0, United-States, >50K.
32,76.03,134.57, Assoc-acdm, Never-married, Protective-serv, Black, Male,40.0, United-States, <=50K.
35,70.1,145.74, Bachelors, Never-married, Adm-clerical, Black, Female,40.0, United-States, <=50K.
37,62.83,156.93, 11th, Married-civ-spouse, Craft-repair, White, Male,40.0, United-States, <=50K.
44,45.24,141.41, Some-college, Divorced, Craft-repair, White, Male,60.0, United-States, <=50K.
57,108.67,135.38, Some-college, Divorced, Handlers-cleaners, White, Male,25.0, United-States, <=50K.
29,84.48,192.86, Some-college, Married-civ-spouse, Exec-managerial, White, Female,40.0, United-States, <=50K.
55,55.74,146.29, HS-grad, Married-civ-spouse, Craft-repair, White, Male,50.0, United-States, >50K.
43,95.42,144.37, Prof-school, Married-civ-spouse, Prof-specialty, White, Male,25.0, United-States, >50K.
43,83.35,155.92, Some-college, Married-civ-spouse, Sales, White, Male,70.0, United-States, <=50K.
45,94.58,180.52, Some-college, Married-civ-spouse, Sales, White, Male,60.0, United-States, >50K.
33,95.65,155.59, Masters, Married-civ-spouse, Prof-specialty, White, Female,8.0, United-States, <=50K.
26,74.93,143.46, 10th, Divorced, Other-service, White, Female,40.0, Germany, <=50K.
23,50.2,172.87, Some-college, Married-civ-spouse, Sales, White, Male,68.0, United-States, <=50K.
41,94.02,141.23, 7th-8th, Separated, Craft-repair, White, Male,40.0, Mexico, <=50K.
24,105.22,171.03, HS-grad, Married-civ-spouse, Craft-repair, White, Male,40.0, United-States, <=50K.
47,101.83,191.03, Bachelors, Married-civ-spouse, Sales, White, Male,44.0, United-States, <=50K.
34,47.31,181.06, HS-grad, Never-married, Craft-repair, White, Male,45.0, United-States, <=50K.
40,62.51,147.24, HS-grad, Married-civ-spouse, Exec-managerial, White, Male,40.0, United-States, >50K.
28,63.96,151.52, Bachelors, Married-civ-spouse, Prof-specialty, Asian-Pac-Islander, Female,40.0, United-States, <=50K.
24,69.34,157.53, HS-grad, Never-married, Exec-managerial, Asian-Pac-Islander, Female,40.0, South, <=50K.
73,94.08,144.33, Some-college, Married-civ-spouse,, White, Male,10.0, United-States, <=50K.
23,76.52,160.87, HS-grad, Never-married, Craft-repair, White, Male,15.0, United-States, <=50K.
43,81.31,166.88, HS-grad, Married-civ-spouse, Exec-managerial, Black, Male,40.0, United-States, >50K.
26,95.39,150.73, Bachelors, Divorced, Tech-support, White, Female,40.0, United-States, <=50K.
58,104.05,145.68, Doctorate, Married-AF-spouse, Exec-managerial, White, Female,35.0, United-States, >50K.
52,63.61,188.77, HS-grad, Widowed, Adm-clerical, Black, Female,35.0, United-States, <=50K.
29,60.65,161.83, 11th, Married-civ-spouse, Transport-moving, White, Male,99.0, United-States, >50K.
47,62.19,169.12, 11th, Married-civ-spouse, Other-service, White, Male,35.0, Columbia, <=50K.
49,111.37,170.0, HS-grad, Divorced, Adm-clerical, Black, Female,37.0, United-States, <=50K.
40,110.88,144.61, 11th, Widowed, Adm-clerical, White, Female,40.0, United-States, <=50K.
62,89.27,164.87, HS-grad, Married-civ-spouse, Adm-clerical, White, Female,40.0, United-States, <=50K.
49,93.42,145.87, HS-grad, Married-civ-spouse, Exec-managerial, White, Male,55.0, United-States, >50K.
50,70.32,178.52, Bachelors, Divorced, Prof-specialty, White, Female,50.0, United-States, >50K.
31,111.69,165.61, HS-grad, Never-married, Transport-moving, Black, Male,40.0, United-States, <=50K.
48,105.01,176.55, Masters, Never-married, Prof-specialty, White, Female,50.0, United-States, <=50K.
24,83.14,159.74, HS-grad, Never-married, Craft-repair, White, Female,40.0, United-States, <=50K.
41,65.08,191.12, HS-grad, Never-married,, White, Female,40.0, United-States, <=50K.
37,49.34,192.28, HS-grad, Separated, Machine-op-inspct, Asian-Pac-Islander, Male,60.0, United-States, <=50K.
45,114.42,183.78, Bachelors, Married-civ-spouse, Exec-managerial, Asian-Pac-Islander, Male,45.0, Japan, >50K.
63,52.98,180.68, HS-grad, Married-civ-spouse,, White, Male,16.0, United-States, <=50K.
36,52.72,180.77, Masters, Married-civ-spouse, Exec-managerial, Asian-Pac-Islander, Male,45.0, India, <=50K.
45,92.05,144.3, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,40.0, United-States, <=50K.
41,98.39,180.27, Bachelors, Never-married, Sales, White, Female,40.0, United-States, <=50K.
26,63.73,164.65, Assoc-acdm, Never-married, Tech-support, White, Female,20.0, United-States, <=50K.
17,73.7,189.81, 11th, Never-married, Sales, White, Female,25.0, United-States, <=50K.
27,54.57,159.87, HS-grad, Married-civ-spouse, Other-service, White, Male,36.0,, <=50K.
43,79.31,173.83, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male,65.0, United-States, <=50K.
35,83.59,132.94, HS-grad, Never-married, Transport-moving, White, Male,55.0, United-States, <=50K.
38,56.57,171.48, Bachelors, Divorced, Adm-clerical, White, Female,40.0, United-States, <=50K.
26,109.51,187.41, HS-grad, Never-married, Machine-op-inspct, White, Male,40.0, United-States, <=50K.
28,67.32,186.26, Some-college, Never-married, Exec-managerial, White, Female,40.0, United-States, <=50K.
38,106.68,170.02, Bachelors, Married-civ-spouse, Prof-specialty, White, Female,24.0, United-States, >50K.
36,63.48,183.24, 11th, Divorced, Transport-moving, White, Female,40.0, United-States, <=50K.
33,88.8,168.39, HS-grad, Married-civ-spouse, Adm-clerical, White, Female,40.0, United-States, >50K.
19,74.41,180.58, HS-grad, Never-married, Handlers-cleaners, White, Male,70.0, United-States, <=50K.
22,58.68,185.43, Assoc-acdm, Never-married,, White, Male,25.0, United-States, <=50K.
42,98.71,141.89, 10th, Married-civ-spouse, Adm-clerical, White, Male,40.0, Mexico, <=50K.
50,87.04,135.02, 10th, Married-civ-spouse, Transport-moving, White, Male,40.0, United-States, >50K.
30,62.78,157.18, HS-grad, Married-civ-spouse, Handlers-cleaners, White, Male,30.0, United-States, <=50K.
37,57.57,188.72, Some-college, Married-civ-spouse, Prof-specialty, Asian-Pac-Islander, Male,40.0, Cambodia, <=50K.
54,86.23,192.31, Prof-school, Married-civ-spouse, Prof-specialty, White, Male,40.0, United-States, >50K.
52,114.51,188.22, Bachelors, Never-married, Exec-managerial, White, Male,40.0, United-States, <=50K.
65,54.65,132.03, 1st-4th, Married-civ-spouse, Handlers-cleaners, Other, Male,40.0,, <=50K.
33,102.92,183.95, HS-grad, Divorced, Craft-repair, White, Female,40.0, United-States, <=50K.
25,102.87,152.39, Some-college, Never-married, Tech-support, White, Male,40.0, United-States, <=50K.
24,111.01,166.22, Bachelors, Never-married, Sales, White, Male,45.0, United-States, <=50K.
26,94.82,186.1, Assoc-voc, Separated, Adm-clerical, Black, Female,40.0, United-States, <=50K.
39,87.69,143.31, HS-grad, Separated, Adm-clerical, White, Male,40.0, United-States, >50K.
59,50.65,146.08, HS-grad, Divorced, Other-service, White, Female,40.0, United-States, <=50K.
29,114.87,179.88, Some-college, Never-married, Adm-clerical, White, Female,40.0, United-States, <=50K.
47,70.93,134.63, 11th, Never-married, Other-service, White, Female,45.0, United-States, <=50K.
23,55.88,175.02, Some-college, Never-married,, White, Female,35.0, United-States, <=50K.
64,104.27,183.18, HS-grad, Married-civ-spouse, Transport-moving, White, Male,50.0, United-States, <=50K.
21,96.54,157.15, HS-grad, Never-married, Other-service, Other, Male,20.0, United-States, <=50K.
32,72.17,146.04, Some-college, Married-civ-spouse, Adm-clerical, Black, Female,40.0, United-States, >50K.
26,108.08,167.53, HS-grad, Never-married, Exec-managerial, Black, Female,37.0, United-States, <=50K.
19,73.55,160.11, Some-college, Never-married,, Black, Female,20.0, United-States, <=50K.
62,77.18,153.35, Masters, Married-civ-spouse, Prof-specialty, White, Male,40.0, United-States, <=50K.
32,48.69,135.57, Bachelors, Married-civ-spouse, Craft-repair, White, Male,55.0, United-States, >50K.
75,84.32,142.39, 10th, Married-spouse-absent,, White, Female,5.0, United-States, <=50K.
45,67.82,182.23, HS-grad, Married-civ-spouse, Exec-managerial, White, Male,60.0, United-States, <=50K.
31,95.54,144.26, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,50.0, United-States, >50K.
32,58.32,170.15, HS-grad, Married-civ-spouse, Adm-clerical, White, Male,40.0, United-States, <=50K.
24,61.79,171.06, Bachelors, Married-civ-spouse, Sales, White, Male,40.0, United-States, <=50K.
25,81.69,191.32, Bachelors, Never-married, Sales, White, Female,40.0, United-States, <=50K.
41,60.37,183.36, HS-grad, Married-civ-spouse, Exec-managerial, White, Male,60.0, United-States, <=50K.
18,45.76,147.72, Some-college, Never-married, Sales, White, Female,20.0, United-States, <=50K.
44,84.12,158.77, Doctorate, Married-civ-spouse, Prof-specialty, White, Male,55.0, United-States, >50K.
40,110.91,178.23, Some-college, Married-civ-spouse, Exec-managerial, White, Male,50.0, United-States, <=50K.
27,72.1,134.08, Bachelors, Never-married, Prof-specialty, White, Male,40.0, United-States, <=50K.
23,52.68,135.05, Bachelors, Never-married, Adm-clerical, White, Male,40.0, United-States, <=50K.
21,79.32,140.29, Some-college, Never-married, Adm-clerical, Other, Male,40.0, United-States, <=50K.
37,102.26,132.18, HS-grad, Married-civ-spouse, Transport-moving, White, Male,40.0, United-States, <=50K.
65,99.75,162.93, HS-grad, Married-civ-spouse, Farming-fishing, White, Male,48.0, United-States, <=50K.
43,63.13,136.26, Masters, Married-civ-spouse, Prof-specialty, White, Male,40.0, United-States, >50K.
45,60.44,155.7, HS-grad, Never-married, Adm-clerical, White, Male,44.0, United-States, <=50K.
24,51.87,175.35, Bachelors, Never-married, Exec-managerial, White, Female,40.0, United-States, <=50K.
24,88.74,179.1, Some-college, Never-married, Machine-op-inspct, White, Male,42.0, United-States, <=50K.
